2026-02-01 09:18:53.675 - INFO - ====================================================================================================
2026-02-01 09:18:53.675 - INFO -  Kmer交集提取工具|Kmer Intersection Extraction Tool
2026-02-01 09:18:53.675 - INFO - ====================================================================================================
2026-02-01 09:18:53.675 - INFO - kmer矩阵文件|Kmer matrix file: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/03.kmer_db/kmer_matrix_with_header.txt
2026-02-01 09:18:53.675 - INFO - 目标kmer fasta|Target kmer fasta: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/05.hap2/hap2_group9_chr12_kmer_51.fa
2026-02-01 09:18:53.675 - INFO - 输出文件|Output file: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/05.hap2/hap1_group2_chr12_matrix.txt
2026-02-01 09:18:53.675 - INFO - 线程数|Threads: 64
2026-02-01 09:18:53.675 - INFO - 使用反向互补查询|Use reverse complement: True
2026-02-01 09:18:53.675 - INFO - 
2026-02-01 09:18:53.675 - INFO - ====================================================================================================
2026-02-01 09:18:53.675 - INFO -  加载目标kmer|Loading Target Kmers
2026-02-01 09:18:53.675 - INFO - ====================================================================================================
2026-02-01 09:18:53.675 - INFO - fasta文件|Fasta file: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/05.hap2/hap2_group9_chr12_kmer_51.fa
2026-02-01 09:20:13.710 - INFO - 总kmer数|Total kmers: 86.71M
2026-02-01 09:20:13.712 - INFO - 唯一kmer数|Unique kmers: 63.69M
2026-02-01 09:20:13.712 - WARNING - 重复kmer数|Duplicate kmers: 23.02M
2026-02-01 09:20:13.712 - INFO - 
2026-02-01 09:20:13.712 - INFO - ====================================================================================================
2026-02-01 09:20:13.712 - INFO -  提取kmer丰度|Extracting Kmer Abundance
2026-02-01 09:20:13.712 - INFO - ====================================================================================================
2026-02-01 09:20:13.713 - INFO - kmer矩阵文件|Kmer matrix file: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/03.kmer_db/kmer_matrix_with_header.txt
2026-02-01 09:20:13.713 - INFO - 目标kmer数|Target kmers: 63.69M
2026-02-01 09:20:24.341 - INFO - 已扫描|Scanned: 100.00K lines, 找到|Found: 16.46K
2026-02-01 09:20:27.477 - INFO - 已扫描|Scanned: 200.00K lines, 找到|Found: 32.95K
2026-02-01 09:20:28.162 - INFO - 已扫描|Scanned: 300.00K lines, 找到|Found: 49.80K
2026-02-01 09:20:28.848 - INFO - 已扫描|Scanned: 400.00K lines, 找到|Found: 66.27K
2026-02-01 09:20:32.018 - INFO - 已扫描|Scanned: 500.00K lines, 找到|Found: 82.79K
2026-02-01 09:20:32.703 - INFO - 已扫描|Scanned: 600.00K lines, 找到|Found: 99.90K
2026-02-01 09:20:33.392 - INFO - 已扫描|Scanned: 700.00K lines, 找到|Found: 116.72K
2026-02-01 09:20:36.620 - INFO - 已扫描|Scanned: 800.00K lines, 找到|Found: 133.21K
2026-02-01 09:20:37.306 - INFO - 已扫描|Scanned: 900.00K lines, 找到|Found: 149.83K
2026-02-01 09:20:38.007 - INFO - 已扫描|Scanned: 1.00M lines, 找到|Found: 166.69K
2026-02-01 09:20:41.234 - INFO - 已扫描|Scanned: 1.10M lines, 找到|Found: 183.32K
2026-02-01 09:20:41.918 - INFO - 已扫描|Scanned: 1.20M lines, 找到|Found: 199.85K
2026-02-01 09:20:42.601 - INFO - 已扫描|Scanned: 1.30M lines, 找到|Found: 216.31K
2026-02-01 09:20:45.854 - INFO - 已扫描|Scanned: 1.40M lines, 找到|Found: 233.21K
2026-02-01 09:20:46.538 - INFO - 已扫描|Scanned: 1.50M lines, 找到|Found: 250.05K
2026-02-01 09:20:47.232 - INFO - 已扫描|Scanned: 1.60M lines, 找到|Found: 266.63K
2026-02-01 09:20:50.519 - INFO - 已扫描|Scanned: 1.70M lines, 找到|Found: 283.37K
2026-02-01 09:20:51.205 - INFO - 已扫描|Scanned: 1.80M lines, 找到|Found: 300.08K
2026-02-01 09:20:51.890 - INFO - 已扫描|Scanned: 1.90M lines, 找到|Found: 316.56K
2026-02-01 09:20:52.575 - INFO - 已扫描|Scanned: 2.00M lines, 找到|Found: 333.12K
2026-02-01 09:20:55.906 - INFO - 已扫描|Scanned: 2.10M lines, 找到|Found: 349.45K
2026-02-01 09:20:56.592 - INFO - 已扫描|Scanned: 2.20M lines, 找到|Found: 366.15K
2026-02-01 09:20:57.285 - INFO - 已扫描|Scanned: 2.30M lines, 找到|Found: 382.49K
2026-02-01 09:20:57.968 - INFO - 已扫描|Scanned: 2.40M lines, 找到|Found: 398.94K
2026-02-01 09:20:58.662 - INFO - 已扫描|Scanned: 2.50M lines, 找到|Found: 415.68K
2026-02-01 09:20:59.360 - INFO - 已扫描|Scanned: 2.60M lines, 找到|Found: 432.45K
2026-02-01 09:21:02.745 - INFO - 已扫描|Scanned: 2.70M lines, 找到|Found: 449.03K
2026-02-01 09:21:03.432 - INFO - 已扫描|Scanned: 2.80M lines, 找到|Found: 465.81K
2026-02-01 09:21:04.119 - INFO - 已扫描|Scanned: 2.90M lines, 找到|Found: 482.28K
2026-02-01 09:21:04.805 - INFO - 已扫描|Scanned: 3.00M lines, 找到|Found: 499.01K
2026-02-01 09:21:05.491 - INFO - 已扫描|Scanned: 3.10M lines, 找到|Found: 515.26K
2026-02-01 09:21:06.181 - INFO - 已扫描|Scanned: 3.20M lines, 找到|Found: 531.39K
2026-02-01 09:21:06.869 - INFO - 已扫描|Scanned: 3.30M lines, 找到|Found: 547.41K
2026-02-01 09:21:10.308 - INFO - 已扫描|Scanned: 3.40M lines, 找到|Found: 563.75K
2026-02-01 09:21:11.001 - INFO - 已扫描|Scanned: 3.50M lines, 找到|Found: 579.88K
2026-02-01 09:21:11.689 - INFO - 已扫描|Scanned: 3.60M lines, 找到|Found: 595.92K
2026-02-01 09:21:12.374 - INFO - 已扫描|Scanned: 3.70M lines, 找到|Found: 612.37K
2026-02-01 09:21:13.059 - INFO - 已扫描|Scanned: 3.80M lines, 找到|Found: 628.51K
2026-02-01 09:21:13.745 - INFO - 已扫描|Scanned: 3.90M lines, 找到|Found: 644.50K
2026-02-01 09:21:14.430 - INFO - 已扫描|Scanned: 4.00M lines, 找到|Found: 660.51K
2026-02-01 09:21:15.115 - INFO - 已扫描|Scanned: 4.10M lines, 找到|Found: 676.40K
2026-02-01 09:21:15.800 - INFO - 已扫描|Scanned: 4.20M lines, 找到|Found: 692.33K
2026-02-01 09:21:19.328 - INFO - 已扫描|Scanned: 4.30M lines, 找到|Found: 708.49K
2026-02-01 09:21:20.007 - INFO - 已扫描|Scanned: 4.40M lines, 找到|Found: 724.45K
2026-02-01 09:21:20.701 - INFO - 已扫描|Scanned: 4.50M lines, 找到|Found: 740.76K
2026-02-01 09:21:21.384 - INFO - 已扫描|Scanned: 4.60M lines, 找到|Found: 757.13K
2026-02-01 09:21:22.077 - INFO - 已扫描|Scanned: 4.70M lines, 找到|Found: 773.34K
2026-02-01 09:21:22.776 - INFO - 已扫描|Scanned: 4.80M lines, 找到|Found: 789.81K
2026-02-01 09:21:23.460 - INFO - 已扫描|Scanned: 4.90M lines, 找到|Found: 806.12K
2026-02-01 09:21:24.157 - INFO - 已扫描|Scanned: 5.00M lines, 找到|Found: 822.35K
2026-02-01 09:21:24.843 - INFO - 已扫描|Scanned: 5.10M lines, 找到|Found: 838.40K
2026-02-01 09:21:25.529 - INFO - 已扫描|Scanned: 5.20M lines, 找到|Found: 854.10K
2026-02-01 09:21:26.216 - INFO - 已扫描|Scanned: 5.30M lines, 找到|Found: 870.27K
2026-02-01 09:21:29.828 - INFO - 已扫描|Scanned: 5.40M lines, 找到|Found: 886.57K
2026-02-01 09:21:30.512 - INFO - 已扫描|Scanned: 5.50M lines, 找到|Found: 902.35K
2026-02-01 09:21:31.197 - INFO - 已扫描|Scanned: 5.60M lines, 找到|Found: 917.93K
2026-02-01 09:21:31.884 - INFO - 已扫描|Scanned: 5.70M lines, 找到|Found: 933.88K
2026-02-01 09:21:32.569 - INFO - 已扫描|Scanned: 5.80M lines, 找到|Found: 950.24K
2026-02-01 09:21:33.255 - INFO - 已扫描|Scanned: 5.90M lines, 找到|Found: 966.49K
2026-02-01 09:21:33.940 - INFO - 已扫描|Scanned: 6.00M lines, 找到|Found: 982.65K
2026-02-01 09:21:34.624 - INFO - 已扫描|Scanned: 6.10M lines, 找到|Found: 998.84K
2026-02-01 09:21:35.310 - INFO - 已扫描|Scanned: 6.20M lines, 找到|Found: 1.01M
2026-02-01 09:21:35.996 - INFO - 已扫描|Scanned: 6.30M lines, 找到|Found: 1.03M
2026-02-01 09:21:36.690 - INFO - 已扫描|Scanned: 6.40M lines, 找到|Found: 1.05M
2026-02-01 09:21:37.379 - INFO - 已扫描|Scanned: 6.50M lines, 找到|Found: 1.06M
2026-02-01 09:21:38.066 - INFO - 已扫描|Scanned: 6.60M lines, 找到|Found: 1.08M
2026-02-01 09:21:38.753 - INFO - 已扫描|Scanned: 6.70M lines, 找到|Found: 1.10M
2026-02-01 09:21:42.489 - INFO - 已扫描|Scanned: 6.80M lines, 找到|Found: 1.11M
2026-02-01 09:21:43.176 - INFO - 已扫描|Scanned: 6.90M lines, 找到|Found: 1.13M
2026-02-01 09:21:43.860 - INFO - 已扫描|Scanned: 7.00M lines, 找到|Found: 1.14M
2026-02-01 09:21:44.552 - INFO - 已扫描|Scanned: 7.10M lines, 找到|Found: 1.16M
2026-02-01 09:21:45.247 - INFO - 已扫描|Scanned: 7.20M lines, 找到|Found: 1.18M
2026-02-01 09:21:45.933 - INFO - 已扫描|Scanned: 7.30M lines, 找到|Found: 1.19M
2026-02-01 09:21:46.626 - INFO - 已扫描|Scanned: 7.40M lines, 找到|Found: 1.21M
2026-02-01 09:21:47.326 - INFO - 已扫描|Scanned: 7.50M lines, 找到|Found: 1.23M
2026-02-01 09:21:48.011 - INFO - 已扫描|Scanned: 7.60M lines, 找到|Found: 1.24M
2026-02-01 09:21:48.711 - INFO - 已扫描|Scanned: 7.70M lines, 找到|Found: 1.26M
2026-02-01 09:21:49.396 - INFO - 已扫描|Scanned: 7.80M lines, 找到|Found: 1.27M
2026-02-01 09:21:50.083 - INFO - 已扫描|Scanned: 7.90M lines, 找到|Found: 1.29M
2026-02-01 09:21:50.768 - INFO - 已扫描|Scanned: 8.00M lines, 找到|Found: 1.31M
2026-02-01 09:21:51.455 - INFO - 已扫描|Scanned: 8.10M lines, 找到|Found: 1.32M
2026-02-01 09:21:52.140 - INFO - 已扫描|Scanned: 8.20M lines, 找到|Found: 1.34M
2026-02-01 09:21:52.823 - INFO - 已扫描|Scanned: 8.30M lines, 找到|Found: 1.36M
2026-02-01 09:21:53.509 - INFO - 已扫描|Scanned: 8.40M lines, 找到|Found: 1.37M
2026-02-01 09:21:57.390 - INFO - 已扫描|Scanned: 8.50M lines, 找到|Found: 1.39M
2026-02-01 09:21:58.104 - INFO - 已扫描|Scanned: 8.60M lines, 找到|Found: 1.40M
2026-02-01 09:21:58.788 - INFO - 已扫描|Scanned: 8.70M lines, 找到|Found: 1.42M
2026-02-01 09:21:59.472 - INFO - 已扫描|Scanned: 8.80M lines, 找到|Found: 1.43M
2026-02-01 09:22:00.164 - INFO - 已扫描|Scanned: 8.90M lines, 找到|Found: 1.45M
2026-02-01 09:22:00.852 - INFO - 已扫描|Scanned: 9.00M lines, 找到|Found: 1.47M
2026-02-01 09:22:01.537 - INFO - 已扫描|Scanned: 9.10M lines, 找到|Found: 1.48M
2026-02-01 09:22:02.221 - INFO - 已扫描|Scanned: 9.20M lines, 找到|Found: 1.50M
2026-02-01 09:22:02.907 - INFO - 已扫描|Scanned: 9.30M lines, 找到|Found: 1.51M
2026-02-01 09:22:03.592 - INFO - 已扫描|Scanned: 9.40M lines, 找到|Found: 1.53M
2026-02-01 09:22:04.278 - INFO - 已扫描|Scanned: 9.50M lines, 找到|Found: 1.55M
2026-02-01 09:22:04.966 - INFO - 已扫描|Scanned: 9.60M lines, 找到|Found: 1.56M
2026-02-01 09:22:05.653 - INFO - 已扫描|Scanned: 9.70M lines, 找到|Found: 1.58M
2026-02-01 09:22:06.339 - INFO - 已扫描|Scanned: 9.80M lines, 找到|Found: 1.60M
2026-02-01 09:22:07.026 - INFO - 已扫描|Scanned: 9.90M lines, 找到|Found: 1.61M
2026-02-01 09:22:07.716 - INFO - 已扫描|Scanned: 10.00M lines, 找到|Found: 1.63M
2026-02-01 09:22:08.415 - INFO - 已扫描|Scanned: 10.10M lines, 找到|Found: 1.64M
2026-02-01 09:22:09.104 - INFO - 已扫描|Scanned: 10.20M lines, 找到|Found: 1.66M
2026-02-01 09:22:09.802 - INFO - 已扫描|Scanned: 10.30M lines, 找到|Found: 1.67M
2026-02-01 09:22:10.504 - INFO - 已扫描|Scanned: 10.40M lines, 找到|Found: 1.69M
