2026-02-01 09:17:08.993 - INFO - ====================================================================================================
2026-02-01 09:17:09.010 - INFO -  Kmer交集提取工具|Kmer Intersection Extraction Tool
2026-02-01 09:17:09.010 - INFO - ====================================================================================================
2026-02-01 09:17:09.010 - INFO - kmer矩阵文件|Kmer matrix file: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/03.kmer_db/kmer_matrix_with_header.txt
2026-02-01 09:17:09.010 - INFO - 目标kmer fasta|Target kmer fasta: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/04.hap1/hap1_group2_chr12_kmer_51.fa
2026-02-01 09:17:09.010 - INFO - 输出文件|Output file: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/04.hap1/hap1_group2_chr12_matrix.txt
2026-02-01 09:17:09.010 - INFO - 线程数|Threads: 64
2026-02-01 09:17:09.010 - INFO - 使用反向互补查询|Use reverse complement: True
2026-02-01 09:17:09.010 - INFO - 
2026-02-01 09:17:09.010 - INFO - ====================================================================================================
2026-02-01 09:17:09.010 - INFO -  加载目标kmer|Loading Target Kmers
2026-02-01 09:17:09.010 - INFO - ====================================================================================================
2026-02-01 09:17:09.010 - INFO - fasta文件|Fasta file: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/04.hap1/hap1_group2_chr12_kmer_51.fa
2026-02-01 09:18:53.169 - INFO - 总kmer数|Total kmers: 112.48M
2026-02-01 09:18:53.171 - INFO - 唯一kmer数|Unique kmers: 80.45M
2026-02-01 09:18:53.171 - WARNING - 重复kmer数|Duplicate kmers: 32.03M
2026-02-01 09:18:53.171 - INFO - 
2026-02-01 09:18:53.171 - INFO - ====================================================================================================
2026-02-01 09:18:53.173 - INFO -  提取kmer丰度|Extracting Kmer Abundance
2026-02-01 09:18:53.173 - INFO - ====================================================================================================
2026-02-01 09:18:53.173 - INFO - kmer矩阵文件|Kmer matrix file: /share/org/YZWL/yzwl_lixg/project/06.longliuxing_BSA/68.三代数据组装和注释/52.候选区间上下游10M区间的交换图/03.kmer_db/kmer_matrix_with_header.txt
2026-02-01 09:18:53.173 - INFO - 目标kmer数|Target kmers: 80.45M
2026-02-01 09:19:05.945 - INFO - 已扫描|Scanned: 100.00K lines, 找到|Found: 19.93K
2026-02-01 09:19:09.581 - INFO - 已扫描|Scanned: 200.00K lines, 找到|Found: 39.98K
2026-02-01 09:19:10.261 - INFO - 已扫描|Scanned: 300.00K lines, 找到|Found: 60.12K
2026-02-01 09:19:13.934 - INFO - 已扫描|Scanned: 400.00K lines, 找到|Found: 80.05K
2026-02-01 09:19:14.624 - INFO - 已扫描|Scanned: 500.00K lines, 找到|Found: 99.94K
2026-02-01 09:19:15.302 - INFO - 已扫描|Scanned: 600.00K lines, 找到|Found: 120.42K
2026-02-01 09:19:18.993 - INFO - 已扫描|Scanned: 700.00K lines, 找到|Found: 140.59K
2026-02-01 09:19:19.673 - INFO - 已扫描|Scanned: 800.00K lines, 找到|Found: 160.14K
2026-02-01 09:19:23.392 - INFO - 已扫描|Scanned: 900.00K lines, 找到|Found: 179.77K
2026-02-01 09:19:24.082 - INFO - 已扫描|Scanned: 1.00M lines, 找到|Found: 199.80K
2026-02-01 09:19:27.860 - INFO - 已扫描|Scanned: 1.10M lines, 找到|Found: 219.73K
2026-02-01 09:19:28.541 - INFO - 已扫描|Scanned: 1.20M lines, 找到|Found: 239.37K
2026-02-01 09:19:29.220 - INFO - 已扫描|Scanned: 1.30M lines, 找到|Found: 259.04K
2026-02-01 09:19:32.989 - INFO - 已扫描|Scanned: 1.40M lines, 找到|Found: 279.38K
2026-02-01 09:19:33.670 - INFO - 已扫描|Scanned: 1.50M lines, 找到|Found: 299.52K
2026-02-01 09:19:34.351 - INFO - 已扫描|Scanned: 1.60M lines, 找到|Found: 319.17K
2026-02-01 09:19:35.030 - INFO - 已扫描|Scanned: 1.70M lines, 找到|Found: 339.16K
2026-02-01 09:19:38.865 - INFO - 已扫描|Scanned: 1.80M lines, 找到|Found: 359.20K
2026-02-01 09:19:39.544 - INFO - 已扫描|Scanned: 1.90M lines, 找到|Found: 378.89K
2026-02-01 09:19:40.222 - INFO - 已扫描|Scanned: 2.00M lines, 找到|Found: 398.44K
2026-02-01 09:19:40.902 - INFO - 已扫描|Scanned: 2.10M lines, 找到|Found: 418.11K
2026-02-01 09:19:41.582 - INFO - 已扫描|Scanned: 2.20M lines, 找到|Found: 438.01K
2026-02-01 09:19:45.444 - INFO - 已扫描|Scanned: 2.30M lines, 找到|Found: 457.47K
